shrid2,Ycons,Ylowinc,Ymidinc,wave,D,R_PC1,R_PC1_scaled,clusters
11-28-552-05276-594191,0,0,0,Holdout,NA,-101.6960914316632,-2.087056937956718,DEVANAKONDA KURNOOL
11-28-552-05276-594192,0,0,0,Holdout,NA,-53.87917471746768,-1.1057347811743137,DEVANAKONDA KURNOOL
11-28-552-05276-594193,0,0,0,Holdout,NA,-69.04739416824025,-1.417024401016365,DEVANAKONDA KURNOOL
11-28-552-05276-594194,0,0,0,Holdout,NA,-212.15569575618247,-4.353962974599778,DEVANAKONDA KURNOOL
11-28-552-05276-594196,1,0,0,Holdout,NA,-79.67237378025574,-1.6350754303404027,DEVANAKONDA KURNOOL
11-28-552-05276-594197,0,0,0,Holdout,NA,-149.3135338649659,-3.06428538596408,DEVANAKONDA KURNOOL
11-28-552-05276-594198,0,0,0,Holdout,NA,-23.04055601519065,-0.4728495619538835,DEVANAKONDA KURNOOL
11-28-552-05276-594199,1,0,0,Holdout,NA,-40.83852823752636,-0.8381082546456013,DEVANAKONDA KURNOOL
11-28-552-05276-594200,0,0,0,Holdout,NA,-13.387085615727704,-0.27473631995089687,DEVANAKONDA KURNOOL
11-28-552-05276-594201,0,0,0,Holdout,NA,8.244414674709502,0.16919591111136217,DEVANAKONDA KURNOOL
11-28-552-05276-594202,0,0,0,Holdout,NA,-30.8289055582326,-0.6326858813266929,DEVANAKONDA KURNOOL
11-28-552-05276-594203,0,0,0,Holdout,NA,-98.16835994253474,-2.0146591065751513,DEVANAKONDA KURNOOL
11-28-552-05277-594204,1,0,0,Buffer,0,-62.95248615906952,-1.2919417172310643,KRISHNAGIRI KURNOOL
11-28-552-05277-594205,0,0,0,Buffer,0,-67.22039850927152,-1.3795299023391003,KRISHNAGIRI KURNOOL
11-28-552-05277-594206,1,1,1,Buffer,0,-80.16729362653862,-1.6452324175399675,KRISHNAGIRI KURNOOL
11-28-552-05277-594207,1,0,1,Buffer,0,-71.64528112916321,-1.4703395081113604,KRISHNAGIRI KURNOOL
11-28-552-05277-594208,0,0,0,Buffer,0,-23.027557668897188,-0.472582803532475,KRISHNAGIRI KURNOOL
11-28-552-05277-594209,1,0,0,Buffer,0,38.18811745144568,0.7837152279161321,KRISHNAGIRI KURNOOL
11-28-552-05277-594210,1,0,0,Buffer,0,-93.47940364371355,-1.918430051579399,KRISHNAGIRI KURNOOL
11-28-552-05277-594211,1,0,0,Buffer,0,-38.5738472260385,-0.7916313630488317,KRISHNAGIRI KURNOOL
11-28-552-05277-594212,1,0,0,Buffer,0,-60.55015322936312,-1.242639865629474,KRISHNAGIRI KURNOOL
11-28-552-05277-594213,1,0,0,Buffer,0,-74.57975901792514,-1.5305622988873129,KRISHNAGIRI KURNOOL
11-28-552-05277-594214,0,0,0,Buffer,0,-66.66514753426767,-1.368134770202014,KRISHNAGIRI KURNOOL
11-28-552-05277-594215,1,0,0,Buffer,0,-46.6393156142725,-0.957154850928852,KRISHNAGIRI KURNOOL
11-28-552-05277-594216,1,0,0,Buffer,0,-77.74489847457194,-1.5955188391987385,KRISHNAGIRI KURNOOL
11-28-552-05277-594217,1,0,0,Buffer,0,-42.06073622374462,-0.8631910048413353,KRISHNAGIRI KURNOOL
11-28-552-05277-594218,0,0,0,Buffer,0,-41.24970497582798,-0.8465466248161546,KRISHNAGIRI KURNOOL
11-28-552-05278-594219,0,0,0,Treatment,1,-7.85486370441834,-0.16120135553121712,VELDURTHI KURNOOL
11-28-552-05278-594220,1,0,0,Treatment,1,26.632430255140513,0.5465637622463576,VELDURTHI KURNOOL
11-28-552-05278-594221,0,0,0,Treatment,1,-9.844468610665176,-0.20203300072935623,VELDURTHI KURNOOL
11-28-552-05278-594222,1,0,0,Treatment,1,40.122293581213654,0.8234093366476863,VELDURTHI KURNOOL
11-28-552-05278-594223,0,0,0,Treatment,1,8.958686379661337,0.18385454446117605,VELDURTHI KURNOOL
11-28-552-05278-594224,0,0,0,Treatment,1,-3.0431987402209506,-0.06245401327569393,VELDURTHI KURNOOL
11-28-552-05278-594225,0,0,0,Treatment,1,37.40491567616936,0.767641977942618,VELDURTHI KURNOOL
11-28-552-05278-594226,0,0,1,Treatment,1,-20.49394968843355,-0.4205868611196598,VELDURTHI KURNOOL
11-28-552-05278-594227,0,0,1,Treatment,1,43.25357823390329,0.8876710921105768,VELDURTHI KURNOOL
11-28-552-05278-594228,0,0,0,Treatment,1,-23.140420563740367,-0.4748990310728286,VELDURTHI KURNOOL
11-28-552-05278-594229,1,0,0,Treatment,1,-17.219833839443126,-0.35339385397344847,VELDURTHI KURNOOL
11-28-552-05278-594230,0,0,0,Treatment,1,-14.49116355964096,-0.297394747629384,VELDURTHI KURNOOL
11-28-552-05278-594231,0,0,1,Treatment,1,-12.328629274699177,-0.2530141611248392,VELDURTHI KURNOOL
11-28-552-05278-594232,0,0,0,Treatment,1,-13.64586493228382,-0.2800471156797678,VELDURTHI KURNOOL
11-28-552-05278-594233,0,0,0,Treatment,1,-20.99081052771763,-0.4307836823271264,VELDURTHI KURNOOL
11-28-552-05278-594234,0,0,0,Treatment,1,7.985850446462388,0.16388952952998953,VELDURTHI KURNOOL
11-28-552-05279-594235,0,0,0,Treatment,1,8.926413557409202,0.1831922258150949,BETHAMCHERLA KURNOOL
11-28-552-05279-594236,0,0,0,Treatment,1,-12.697598557212828,-0.26058632923987923,BETHAMCHERLA KURNOOL
11-28-552-05279-594237,0,0,0,Treatment,1,-14.369629183503376,-0.2949005597078292,BETHAMCHERLA KURNOOL
11-28-552-05279-594238,0,0,0,Treatment,1,11.044539006613306,0.2266614324678861,BETHAMCHERLA KURNOOL
11-28-552-05279-594240,0,0,0,Treatment,1,14.320981684089888,0.2939021919265719,BETHAMCHERLA KURNOOL
11-28-552-05279-594241,0,0,0,Treatment,1,-59.5872950790875,-1.2228796196405587,BETHAMCHERLA KURNOOL
11-28-552-05279-594242,0,0,0,Treatment,1,-44.84305544265115,-0.9202911209586908,BETHAMCHERLA KURNOOL
11-28-552-05279-594243,0,0,0,Treatment,1,12.919293210376866,0.2651360553648486,BETHAMCHERLA KURNOOL
11-28-552-05279-594244,0,0,0,Treatment,1,-20.97749922127815,-0.4305105011845015,BETHAMCHERLA KURNOOL
11-28-552-05280-594246,1,1,1,Treatment,1,33.39864946962942,0.6854234229917694,PANYAM KURNOOL
11-28-552-05280-594247,1,0,0,Treatment,1,54.19761857988285,1.1122700419011229,PANYAM KURNOOL
11-28-552-05280-594248,0,0,0,Treatment,1,3.929052294747813,0.08063393328010499,PANYAM KURNOOL
11-28-552-05280-594249,1,0,1,Treatment,1,49.55747870331889,1.0170428214038634,PANYAM KURNOOL
11-28-552-05280-594250,0,0,0,Treatment,1,11.621729804531936,0.23850682438376247,PANYAM KURNOOL
11-28-552-05280-594251,0,0,0,Treatment,1,39.321379262584955,0.8069725811945415,PANYAM KURNOOL
11-28-552-05280-594252,0,0,0,Treatment,1,65.47613339650175,1.3437332404026066,PANYAM KURNOOL
11-28-552-05280-594253,0,0,0,Treatment,1,-74.33449232169052,-1.525528815763036,PANYAM KURNOOL
11-28-552-05280-594254,1,0,0,Treatment,1,-26.255695197328908,-0.5388322210916459,PANYAM KURNOOL
11-28-552-05280-594255,0,0,0,Treatment,1,-31.37109523249116,-0.6438129630603131,PANYAM KURNOOL
11-28-552-05280-594256,0,0,0,Treatment,1,70.26646078546658,1.442042682500893,PANYAM KURNOOL
11-28-552-05280-594257,0,0,0,Treatment,1,51.17253304384816,1.0501877566626951,PANYAM KURNOOL
11-28-552-05280-594258,0,0,0,Treatment,1,18.911254538236552,0.3881060169949008,PANYAM KURNOOL
11-28-552-05280-594259,0,0,0,Treatment,1,47.57890380621501,0.9764375394492222,PANYAM KURNOOL
11-28-552-05280-594260,0,0,0,Treatment,1,54.85788989306036,1.125820452794022,PANYAM KURNOOL
11-28-552-05280-594261,0,0,0,Treatment,1,56.06738610224757,1.15064232568294,PANYAM KURNOOL
11-28-552-05280-594262,0,0,0,Treatment,1,55.784761634305795,1.1448421680923155,PANYAM KURNOOL
11-28-552-05280-594263,0,0,0,Treatment,1,70.63124738586417,1.4495290115673845,PANYAM KURNOOL
11-28-552-05281-594264,0,0,0,Treatment,1,50.63759716866055,1.0392095409421582,GADIVEMULA KURNOOL
11-28-552-05281-594265,0,0,0,Treatment,1,34.75287723151047,0.7132155476075582,GADIVEMULA KURNOOL
11-28-552-05281-594266,0,0,0,Treatment,1,35.23158315263239,0.7230397847031385,GADIVEMULA KURNOOL
11-28-552-05281-594267,0,0,0,Treatment,1,46.58379356262628,0.9560154002236528,GADIVEMULA KURNOOL
11-28-552-05281-594268,0,0,0,Treatment,1,45.73471161898309,0.9385901252064208,GADIVEMULA KURNOOL
11-28-552-05281-594269,0,0,0,Treatment,1,-26.59722771119583,-0.545841318418486,GADIVEMULA KURNOOL
11-28-552-05281-594270,1,0,0,Treatment,1,67.2329434122,1.3797873549739488,GADIVEMULA KURNOOL
11-28-552-05281-594271,0,0,0,Treatment,1,27.368859280516823,0.5616771189652551,GADIVEMULA KURNOOL
11-28-552-05281-594272,0,0,0,Treatment,1,43.20153716863908,0.886603079910803,GADIVEMULA KURNOOL
11-28-552-05281-594273,0,0,0,Treatment,1,56.802699245639694,1.16573278172587,GADIVEMULA KURNOOL
11-28-552-05281-594274,0,0,0,Treatment,1,35.65166615096823,0.731660933499045,GADIVEMULA KURNOOL
11-28-552-05281-594275,0,0,0,Treatment,1,68.4964245404538,1.4057171327813038,GADIVEMULA KURNOOL
11-28-552-05281-594276,0,0,0,Treatment,1,63.74352640589815,1.3081758321523451,GADIVEMULA KURNOOL
11-28-552-05281-594277,0,0,0,Treatment,1,33.996528044894546,0.6976933795947845,GADIVEMULA KURNOOL
11-28-552-05282-594278,0,0,0,Control,0,63.05147058128317,1.2939731239667842,VELGODE KURNOOL
11-28-552-05282-594279,0,0,0,Control,0,6.394713035196855,0.13123542919363884,VELGODE KURNOOL
11-28-552-05282-594280,0,0,0,Control,0,35.16442742740493,0.7216615820575268,VELGODE KURNOOL
11-28-552-05282-594281,0,0,0,Control,0,55.064018850006136,1.130050732086482,VELGODE KURNOOL
11-28-552-05282-594282,0,0,0,Control,0,30.47829561605197,0.6254904925753326,VELGODE KURNOOL
11-28-552-05282-594283,0,0,0,Control,0,84.31201997598913,1.730292519278149,VELGODE KURNOOL
11-28-552-05282-594284,0,0,0,Control,0,59.43662872068355,1.2197875709276056,VELGODE KURNOOL
11-28-552-05283-594286,0,0,0,Treatment,1,45.92143737519426,0.9424222025213844,BANDI ATMAKUR KURNOOL
11-28-552-05283-594287,0,0,0,Treatment,1,64.34375929398965,1.32049410511491,BANDI ATMAKUR KURNOOL
11-28-552-05283-594288,0,0,0,Treatment,1,71.6444286519926,1.4703220131578345,BANDI ATMAKUR KURNOOL
11-28-552-05283-594289,0,0,0,Treatment,1,61.62444177317607,1.264686940666167,BANDI ATMAKUR KURNOOL
11-28-552-05283-594290,0,0,0,Treatment,1,44.000371506496634,0.9029971489810386,BANDI ATMAKUR KURNOOL
11-28-552-05283-594291,0,0,0,Treatment,1,57.94420586058654,1.189159338901366,BANDI ATMAKUR KURNOOL
11-28-552-05283-594292,0,0,0,Treatment,1,54.666954766813866,1.1219019887279753,BANDI ATMAKUR KURNOOL
11-28-552-05283-594293,0,0,0,Treatment,1,55.14884016423304,1.1317914765915231,BANDI ATMAKUR KURNOOL
11-28-552-05283-594294,0,0,0,Treatment,1,56.409706667579954,1.1576675957874685,BANDI ATMAKUR KURNOOL
11-28-552-05283-594295,0,0,0,Treatment,1,59.54658976857836,1.2220442453453049,BANDI ATMAKUR KURNOOL
11-28-552-05283-594296,1,0,0,Treatment,1,62.08333175262473,1.2741045053127955,BANDI ATMAKUR KURNOOL
11-28-552-05283-594297,0,0,0,Treatment,1,57.177376905830336,1.173422099960128,BANDI ATMAKUR KURNOOL
11-28-552-05283-594298,0,0,0,Treatment,1,56.47290273490253,1.1589645363964964,BANDI ATMAKUR KURNOOL
11-28-552-05283-594299,0,0,0,Treatment,1,65.51993003741208,1.3446320564926284,BANDI ATMAKUR KURNOOL
11-28-552-05283-594300,0,0,0,Treatment,1,65.39526775227334,1.3420736760923828,BANDI ATMAKUR KURNOOL
11-28-552-05284-594301,0,0,0,Buffer,0,35.82068901499729,0.7351297034004154,NANDYAL KURNOOL
11-28-552-05284-594302,0,0,0,Buffer,0,7.938418312522882,0.16291610407354454,NANDYAL KURNOOL
11-28-552-05284-594303,1,0,0,Buffer,0,52.93611026989268,1.086380751235274,NANDYAL KURNOOL
11-28-552-05284-594304,0,0,0,Buffer,0,27.22060751409421,0.5586346236901581,NANDYAL KURNOOL
11-28-552-05284-594305,0,0,0,Buffer,0,57.153442043839874,1.1729308970134564,NANDYAL KURNOOL
11-28-552-05284-594307,0,0,0,Buffer,0,10.2915840204984,0.21120892189823268,NANDYAL KURNOOL
11-28-552-05284-594308,0,0,0,Buffer,0,-44.0351917504949,-0.9037117470623892,NANDYAL KURNOOL
11-28-552-05284-594310,0,0,0,Buffer,0,48.7436720622084,1.0003414834018396,NANDYAL KURNOOL
11-28-552-05284-594311,0,0,0,Buffer,0,20.49933080965829,0.4206972951218715,NANDYAL KURNOOL
11-28-552-05284-594312,1,0,1,Buffer,0,38.25043799083718,0.7849942005126515,NANDYAL KURNOOL
11-28-552-05284-594313,0,0,0,Buffer,0,24.300168606647997,0.4986999477566185,NANDYAL KURNOOL
11-28-552-05284-594314,0,0,0,Buffer,0,71.1973082032234,1.461145988577449,NANDYAL KURNOOL
11-28-552-05284-594315,0,0,0,Buffer,0,76.3811945300326,1.5675322397266995,NANDYAL KURNOOL
11-28-552-05284-594316,0,0,1,Buffer,0,57.50740475196358,1.1801950928676692,NANDYAL KURNOOL
11-28-552-05284-803004,0,0,0,Buffer,0,-130.67218498921386,-2.681718505012187,NANDYAL KURNOOL
11-28-552-05285-594320,0,0,0,Buffer,0,-2.1944794372580905,-0.04503618054790709,MAHANANDI KURNOOL
11-28-552-05285-594321,0,0,0,Buffer,0,57.074216789345456,1.17130499758383,MAHANANDI KURNOOL
11-28-552-05285-594322,0,0,0,Buffer,0,46.03687364585398,0.9447912421391372,MAHANANDI KURNOOL
11-28-552-05285-594323,0,0,0,Buffer,0,42.91880098363931,0.8808006296080625,MAHANANDI KURNOOL
11-28-552-05285-594324,0,0,0,Buffer,0,-39.05595801149258,-0.8015254764358917,MAHANANDI KURNOOL
11-28-552-05285-594325,0,0,0,Buffer,0,78.3344811425878,1.607618543134837,MAHANANDI KURNOOL
11-28-552-05285-594326,0,0,0,Buffer,0,35.08211669404831,0.7199723609212783,MAHANANDI KURNOOL
11-28-552-05285-594327,0,0,0,Buffer,0,27.566209534123413,0.5657272374132578,MAHANANDI KURNOOL
11-28-552-05285-594328,0,0,0,Buffer,0,66.55058149827477,1.3657835899658113,MAHANANDI KURNOOL
11-28-552-05286-594329,0,0,0,Control,0,-86.84153641427045,-1.7822044930607217,SIRVEL KURNOOL
11-28-552-05286-594330,0,0,0,Control,0,22.524031285769347,0.46224918877347143,SIRVEL KURNOOL
11-28-552-05286-594331,0,0,0,Control,0,32.64043414224083,0.6698629571251452,SIRVEL KURNOOL
11-28-552-05286-594332,0,0,0,Control,0,34.489841605852774,0.7078174018211238,SIRVEL KURNOOL
11-28-552-05286-594333,0,0,0,Control,0,10.970638711588055,0.22514481446144935,SIRVEL KURNOOL
11-28-552-05286-594334,0,0,0,Control,0,30.83938864510211,0.6329010203637415,SIRVEL KURNOOL
11-28-552-05286-594335,0,0,0,Control,0,-20.439605031526,-0.41947157348526737,SIRVEL KURNOOL
11-28-552-05286-594336,0,0,0,Control,0,-34.554593154906144,-0.709146264787171,SIRVEL KURNOOL
11-28-552-05286-594337,0,0,1,Control,0,27.37479215872765,0.561798876394254,SIRVEL KURNOOL
11-28-552-05286-594338,0,0,1,Control,0,52.3098474493725,1.073528279265599,SIRVEL KURNOOL
11-28-552-05286-594339,0,0,0,Control,0,57.97604212664363,1.1898126983276494,SIRVEL KURNOOL
11-28-552-05286-594340,0,0,0,Control,0,52.73440834438447,1.0822413256476742,SIRVEL KURNOOL
11-28-552-05287-594341,0,0,0,Control,0,41.21342819515537,0.8458021349766373,GOSPADU KURNOOL
11-28-552-05287-594342,0,0,0,Control,0,71.80269730641207,1.4735700799086515,GOSPADU KURNOOL
11-28-552-05287-594343,0,0,0,Control,0,49.44479043912548,1.014730177719133,GOSPADU KURNOOL
11-28-552-05287-594344,0,0,0,Control,0,18.45717674609336,0.3787872104102708,GOSPADU KURNOOL
11-28-552-05287-594345,0,0,0,Control,0,35.67026410483696,0.732042609806434,GOSPADU KURNOOL
11-28-552-05287-594346,0,0,0,Control,0,71.20553068854034,1.4613147344435522,GOSPADU KURNOOL
11-28-552-05287-594347,0,0,0,Control,0,4.868140560509618,0.09990636207083126,GOSPADU KURNOOL
11-28-552-05287-594348,0,0,0,Control,0,39.31605262748772,0.8068632653832931,GOSPADU KURNOOL
11-28-552-05287-594349,0,0,0,Control,0,62.13854766682684,1.2752376733156048,GOSPADU KURNOOL
11-28-552-05287-594350,0,0,0,Control,0,44.93686565557453,0.9222163400401392,GOSPADU KURNOOL
11-28-552-05287-594351,0,0,0,Control,0,53.302209846789005,1.093894025847779,GOSPADU KURNOOL
11-28-552-05287-594352,0,0,0,Control,0,43.840961202497255,0.8997256527390491,GOSPADU KURNOOL
11-28-552-05287-594353,0,0,0,Control,0,48.58848737337462,0.9971567073014442,GOSPADU KURNOOL
11-28-552-05287-594354,0,0,0,Control,0,39.03826447476709,0.801162361019556,GOSPADU KURNOOL
11-28-552-05287-594355,0,0,0,Control,0,25.174126939506184,0.516635748202818,GOSPADU KURNOOL
11-28-552-05288-594356,1,0,1,Buffer,0,29.009710059869327,0.5953514613612018,BANAGANAPALLE KURNOOL
11-28-552-05288-594357,0,0,0,Buffer,0,9.619129877788655,0.1974084890178482,BANAGANAPALLE KURNOOL
11-28-552-05288-594358,1,0,0,Buffer,0,15.396233195071922,0.31596902944659083,BANAGANAPALLE KURNOOL
11-28-552-05288-594360,0,0,0,Buffer,0,-2.3647695602152776,-0.04853095775694193,BANAGANAPALLE KURNOOL
11-28-552-05288-594361,0,0,0,Buffer,0,37.29549318195546,0.7653963559870179,BANAGANAPALLE KURNOOL
11-28-552-05288-594362,1,0,1,Buffer,0,42.0348765034378,0.862660299010657,BANAGANAPALLE KURNOOL
11-28-552-05288-594363,0,0,0,Buffer,0,25.13859747319805,0.5159065951142736,BANAGANAPALLE KURNOOL
11-28-552-05288-594364,0,0,0,Buffer,0,20.058272319598647,0.4116456770236258,BANAGANAPALLE KURNOOL
11-28-552-05288-594365,0,0,1,Buffer,0,32.69631672725051,0.6710098068724022,BANAGANAPALLE KURNOOL
11-28-552-05288-594366,0,0,1,Buffer,0,60.294439138033674,1.2373919759522092,BANAGANAPALLE KURNOOL
11-28-552-05288-594367,0,0,0,Buffer,0,-0.4960727873608697,-0.0101806484203844,BANAGANAPALLE KURNOOL
11-28-552-05288-594368,0,0,0,Buffer,0,26.10361678807761,0.53571119358043,BANAGANAPALLE KURNOOL
11-28-552-05288-594369,0,0,0,Buffer,0,-67.16756365490346,-1.3784455996110168,BANAGANAPALLE KURNOOL
11-28-552-05288-594370,0,0,0,Buffer,0,-46.13678646850067,-0.9468417019627158,BANAGANAPALLE KURNOOL
11-28-552-05288-594371,1,0,0,Buffer,0,-3.4153074047997967,-0.07009060932525746,BANAGANAPALLE KURNOOL
11-28-552-05288-594372,1,0,0,Buffer,0,40.57522700171779,0.8327046578777145,BANAGANAPALLE KURNOOL
11-28-552-05288-594373,1,0,0,Buffer,0,17.194919959247446,0.3528825591362348,BANAGANAPALLE KURNOOL
11-28-552-05288-594374,0,0,0,Buffer,0,-5.392307825197282,-0.11066357909869803,BANAGANAPALLE KURNOOL
11-28-552-05288-594375,0,0,1,Buffer,0,29.719747105209,0.609923188954865,BANAGANAPALLE KURNOOL
11-28-552-05288-594376,0,0,0,Buffer,0,-70.5408132771081,-1.4476730785472436,BANAGANAPALLE KURNOOL
11-28-552-05288-594377,0,0,0,Buffer,0,29.523920440428583,0.6059043383420906,BANAGANAPALLE KURNOOL
11-28-552-05288-594378,0,0,1,Buffer,0,9.40554697718066,0.19302523624709272,BANAGANAPALLE KURNOOL
11-28-552-05288-594379,0,1,1,Buffer,0,16.830911417827114,0.34541219777670007,BANAGANAPALLE KURNOOL
11-28-552-05288-594380,0,1,1,Buffer,0,43.29054063767633,0.8884296526427672,BANAGANAPALLE KURNOOL
11-28-552-05288-594381,0,1,1,Buffer,0,43.57863709863634,0.8943421091510039,BANAGANAPALLE KURNOOL
11-28-552-05288-594382,0,0,0,Buffer,0,25.553419971338837,0.5244197853517473,BANAGANAPALLE KURNOOL
11-28-552-05288-594383,0,0,0,Buffer,0,36.43646467472147,0.7477669527259296,BANAGANAPALLE KURNOOL
11-28-552-05288-594384,0,0,0,Buffer,0,55.24686455928817,1.1338031811802518,BANAGANAPALLE KURNOOL
11-28-552-05288-594385,0,0,1,Buffer,0,14.69690159025579,0.30161700414043946,BANAGANAPALLE KURNOOL
11-28-552-05288-594386,0,0,1,Buffer,0,-70.2081567549792,-1.440846138664975,BANAGANAPALLE KURNOOL
11-28-552-05288-594387,1,0,1,Buffer,0,-8.427004238751017,-0.1729431034672002,BANAGANAPALLE KURNOOL
11-28-552-05288-594388,0,0,0,Buffer,0,3.2577328299590023,0.06685678681509691,BANAGANAPALLE KURNOOL
11-28-552-05288-594389,0,0,1,Buffer,0,11.077523098337911,0.22733834813403345,BANAGANAPALLE KURNOOL
11-28-552-05288-594390,0,0,0,Buffer,0,37.233510226159225,0.764124311446186,BANAGANAPALLE KURNOOL
11-28-552-05288-594391,1,0,0,Buffer,0,46.064631100452765,0.9453608942013242,BANAGANAPALLE KURNOOL
11-28-552-05288-594392,0,0,0,Buffer,0,57.258768148123664,1.175092450850962,BANAGANAPALLE KURNOOL
11-28-552-05289-594395,0,0,0,Buffer,0,-56.0559417855202,-1.1504074598165162,DHONE KURNOOL
11-28-552-05289-594396,0,0,0,Buffer,0,-52.89986703253436,-1.085636949788062,DHONE KURNOOL
11-28-552-05289-594397,1,0,0,Buffer,0,-17.971172296761058,-0.3688131893483266,DHONE KURNOOL
11-28-552-05289-594398,1,0,0,Buffer,0,-97.43949748817862,-1.999701034728287,DHONE KURNOOL
11-28-552-05289-594399,0,0,0,Buffer,0,-23.83589975405227,-0.489171995243928,DHONE KURNOOL
11-28-552-05289-594400,0,0,0,Buffer,0,-114.1603717836572,-2.342854996850133,DHONE KURNOOL
11-28-552-05289-594401,0,0,0,Buffer,0,-33.6865452262724,-0.6913317605478276,DHONE KURNOOL
11-28-552-05289-594402,0,0,0,Buffer,0,30.081090615655313,0.6173388572450211,DHONE KURNOOL
11-28-552-05289-594403,0,0,0,Buffer,0,-53.241903717398905,-1.092656393958755,DHONE KURNOOL
11-28-552-05289-594405,0,0,0,Buffer,0,-49.0496428634472,-1.006620765865382,DHONE KURNOOL
11-28-552-05289-594406,0,0,0,Buffer,0,-16.801141382812396,-0.3448012425546655,DHONE KURNOOL
11-28-552-05289-594407,0,0,0,Buffer,0,-83.07201338845834,-1.704844497479227,DHONE KURNOOL
11-28-552-05289-594408,0,0,0,Buffer,0,-54.53499851161362,-1.119193917905927,DHONE KURNOOL
11-28-552-05289-594409,0,1,1,Buffer,0,7.138804927346311,0.14650604701311926,DHONE KURNOOL
11-28-552-05289-594410,0,0,0,Buffer,0,32.01698166877776,0.6570681604725942,DHONE KURNOOL
11-28-552-05289-803005,0,0,0,Buffer,0,-213.1375497412353,-4.374113062402728,DHONE KURNOOL
11-28-552-05290-594411,0,0,1,Holdout,NA,50.44039403981661,1.035162441860508,PATTIKONDA KURNOOL
11-28-552-05290-594412,1,0,1,Holdout,NA,-7.501508689960152,-0.1539496310636911,PATTIKONDA KURNOOL
11-28-552-05290-594413,0,0,0,Holdout,NA,17.039867295188913,0.3497004925128633,PATTIKONDA KURNOOL
11-28-552-05290-594414,1,0,0,Holdout,NA,1.7038967156655185,0.03496820194295276,PATTIKONDA KURNOOL
11-28-552-05290-594415,1,0,0,Holdout,NA,42.70846218759339,0.8764839539381417,PATTIKONDA KURNOOL
11-28-552-05290-594416,0,0,0,Holdout,NA,46.26347994504913,0.9494417674667278,PATTIKONDA KURNOOL
11-28-552-05290-594417,0,0,0,Holdout,NA,75.68129181690593,1.553168493856414,PATTIKONDA KURNOOL
11-28-552-05290-594418,0,0,0,Holdout,NA,1.1830606407036006,0.02427934922025143,PATTIKONDA KURNOOL
11-28-552-05290-594419,1,0,0,Holdout,NA,22.2566094030304,0.4567610260734643,PATTIKONDA KURNOOL
11-28-552-05290-594420,0,0,0,Holdout,NA,-39.231675005616275,-0.805131626549824,PATTIKONDA KURNOOL
11-28-552-05290-594421,1,0,0,Holdout,NA,-32.558012477182544,-0.6681714593942474,PATTIKONDA KURNOOL
11-28-552-05291-594422,0,0,0,Holdout,NA,15.39347323793704,0.3159123882561013,CHIPPAGIRI KURNOOL
11-28-552-05291-594423,0,0,0,Holdout,NA,41.59499604408271,0.8536328570348213,CHIPPAGIRI KURNOOL
11-28-552-05291-594424,0,0,0,Holdout,NA,-14.775474675608072,-0.3032295194358905,CHIPPAGIRI KURNOOL
11-28-552-05291-594425,0,0,0,Holdout,NA,49.918018816844715,1.0244420019893965,CHIPPAGIRI KURNOOL
11-28-552-05291-594426,0,0,0,Holdout,NA,26.645455931261907,0.5468310815438647,CHIPPAGIRI KURNOOL
11-28-552-05291-594427,0,0,0,Holdout,NA,44.599926594505305,0.9153015117987244,CHIPPAGIRI KURNOOL
11-28-552-05291-594428,0,0,0,Holdout,NA,-14.897755274891512,-0.30573902171389594,CHIPPAGIRI KURNOOL
11-28-552-05291-594429,0,0,0,Holdout,NA,47.9081504830359,0.983194500817988,CHIPPAGIRI KURNOOL
11-28-552-05291-594430,1,0,0,Holdout,NA,50.45193200905271,1.035399229709531,CHIPPAGIRI KURNOOL
11-28-552-05291-594431,0,0,0,Holdout,NA,25.006446530189855,0.5131945288137894,CHIPPAGIRI KURNOOL
11-28-552-05291-594432,0,0,0,Holdout,NA,6.579726621392071,0.13503236851794365,CHIPPAGIRI KURNOOL
11-28-552-05291-594433,0,0,0,Holdout,NA,25.634162368288713,0.5260768203210285,CHIPPAGIRI KURNOOL
11-28-552-05291-594434,0,0,0,Holdout,NA,34.925287110942655,0.7167538274959552,CHIPPAGIRI KURNOOL
11-28-552-05291-594435,0,0,0,Holdout,NA,13.290868339395365,0.27276170193663773,CHIPPAGIRI KURNOOL
11-28-552-05292-594438,1,0,1,Treatment,1,-30.57863169286608,-0.6275496386279906,MADDIKERA (EAST) KURNOOL
11-28-552-05292-594439,0,0,0,Treatment,1,-75.85132448939778,-1.5566579875410549,MADDIKERA (EAST) KURNOOL
11-28-552-05292-594440,0,0,0,Treatment,1,46.5771169995189,0.9558783805293972,MADDIKERA (EAST) KURNOOL
11-28-552-05292-594441,0,0,0,Treatment,1,-75.6616976074521,-1.5527663719045408,MADDIKERA (EAST) KURNOOL
11-28-552-05292-594442,0,0,0,Treatment,1,4.682858998160537,0.09610392320880325,MADDIKERA (EAST) KURNOOL
11-28-552-05292-594443,0,0,0,Treatment,1,0.8802472971268347,0.01806486564747382,MADDIKERA (EAST) KURNOOL
11-28-552-05293-594444,1,0,0,Buffer,0,-16.455556480370117,-0.33770898012705863,TUGGALI KURNOOL
11-28-552-05293-594445,0,0,0,Buffer,0,-68.26710340189373,-1.4010108921921702,TUGGALI KURNOOL
11-28-552-05293-594446,1,0,0,Buffer,0,-39.17452448415907,-0.8039587555905182,TUGGALI KURNOOL
