shrid2,Ycons,Ylowinc,Ymidinc,wave,D,R_PC1,R_PC1_scaled,clusters
11-28-532-04341-570264,0,0,0,Control,0,31.716646970772658,0.6509045448767884,MUDHOLE ADILABAD
11-28-532-04341-570266,0,0,0,Control,0,19.758068978207337,0.4054847571925078,MUDHOLE ADILABAD
11-28-532-04341-570267,0,0,0,Control,0,57.301060481389754,1.1759603948036037,MUDHOLE ADILABAD
11-28-532-04341-570268,0,0,0,Control,0,52.92450648944879,1.0861426127764502,MUDHOLE ADILABAD
11-28-532-04341-570269,0,0,0,Control,0,56.66535172702783,1.1629140687586894,MUDHOLE ADILABAD
11-28-532-04341-570270,1,1,1,Control,0,70.98322526667944,1.4567524738245987,MUDHOLE ADILABAD
11-28-532-04341-570271,1,0,0,Control,0,55.87534150119586,1.146701092432187,MUDHOLE ADILABAD
11-28-532-04341-570272,0,0,0,Control,0,37.145269274260336,0.7623133874639577,MUDHOLE ADILABAD
11-28-532-04342-570273,0,0,0,Holdout,NA,29.935612658080117,0.6143532874320347,LOKESWARAM ADILABAD
11-28-532-04342-570274,0,0,0,Holdout,NA,41.242907749207326,0.8464071288062511,LOKESWARAM ADILABAD
11-28-532-04342-570275,0,0,0,Holdout,NA,27.957375937895815,0.5737549457095728,LOKESWARAM ADILABAD
11-28-532-04342-570276,0,0,0,Holdout,NA,42.91045169234032,0.8806292813675622,LOKESWARAM ADILABAD
11-28-532-04342-570277,0,0,0,Holdout,NA,29.03994160504855,0.5959718879206025,LOKESWARAM ADILABAD
11-28-532-04342-570278,0,0,0,Holdout,NA,2.2582194228460897,0.04634428371366236,LOKESWARAM ADILABAD
11-28-532-04342-570279,0,0,0,Holdout,NA,54.1438625604091,1.1111668345721073,LOKESWARAM ADILABAD
11-28-532-04342-570280,0,1,1,Holdout,NA,73.04687483374661,1.4991036997746447,LOKESWARAM ADILABAD
11-28-532-04342-570282,0,0,0,Holdout,NA,23.003868171201784,0.47209663607189833,LOKESWARAM ADILABAD
11-28-532-04342-570284,0,0,0,Holdout,NA,25.881268044031017,0.5311480438823885,LOKESWARAM ADILABAD
11-28-532-04342-570285,0,0,0,Holdout,NA,-6.735708226063187,-0.13823349931500314,LOKESWARAM ADILABAD
11-28-532-04342-570286,0,0,0,Holdout,NA,-1.794573186676204,-0.03682910883984613,LOKESWARAM ADILABAD
11-28-532-04342-570287,0,0,0,Holdout,NA,39.39003439281237,0.8083815553630692,LOKESWARAM ADILABAD
11-28-532-04342-570289,0,0,0,Holdout,NA,4.643125302817205,0.09528848887529512,LOKESWARAM ADILABAD
11-28-532-04342-570290,0,0,0,Holdout,NA,-20.207707838001717,-0.4147124658359555,LOKESWARAM ADILABAD
11-28-532-04342-570291,0,0,0,Holdout,NA,-12.987329533130412,-0.26653233006367777,LOKESWARAM ADILABAD
11-28-532-04342-570292,0,0,0,Holdout,NA,-13.631950687368668,-0.27976156073878844,LOKESWARAM ADILABAD
11-28-532-04342-570293,1,0,0,Holdout,NA,-56.72470285359708,-1.1641321016126376,LOKESWARAM ADILABAD
11-28-532-04342-570296,0,0,0,Holdout,NA,-23.070203692672905,-0.47345800609477984,LOKESWARAM ADILABAD
11-28-532-04342-570297,0,0,0,Holdout,NA,-10.28923596189686,-0.2111607338909446,LOKESWARAM ADILABAD
11-28-532-04342-570298,0,0,0,Holdout,NA,6.492611671799136,0.133244552905877,LOKESWARAM ADILABAD
11-28-532-04342-570299,0,0,0,Holdout,NA,-41.70825761197095,-0.8559572663384359,LOKESWARAM ADILABAD
11-28-532-04342-570300,0,0,1,Holdout,NA,11.463513913407432,0.23525984046709655,LOKESWARAM ADILABAD
11-28-532-04342-570303,0,0,0,Holdout,NA,26.757864495914163,0.5491379850977826,LOKESWARAM ADILABAD
11-28-532-04343-570304,0,0,0,Treatment,1,52.57415964356052,1.0789526234159084,DILAWARPUR ADILABAD
11-28-532-04343-570305,1,0,0,Treatment,1,34.98431927697809,0.7179653144857935,DILAWARPUR ADILABAD
11-28-532-04343-570306,1,0,0,Treatment,1,53.947921758286306,1.107145641576957,DILAWARPUR ADILABAD
11-28-532-04343-570307,0,0,0,Treatment,1,48.951450520188494,1.0046056145614597,DILAWARPUR ADILABAD
11-28-532-04343-570308,1,0,0,Treatment,1,10.82255925177174,0.2221058553468191,DILAWARPUR ADILABAD
11-28-532-04343-570309,1,0,0,Treatment,1,21.37338918599484,0.43863514870927506,DILAWARPUR ADILABAD
11-28-532-04343-570310,1,0,0,Treatment,1,30.459611230686665,0.6251070424784888,DILAWARPUR ADILABAD
11-28-532-04343-570312,0,0,0,Treatment,1,33.326194952525086,0.6839364759470984,DILAWARPUR ADILABAD
11-28-532-04343-570313,0,0,0,Treatment,1,53.809835352215806,1.1043117647998872,DILAWARPUR ADILABAD
11-28-532-04343-570314,0,0,0,Treatment,1,-62.25269228277135,-1.2775802049634162,DILAWARPUR ADILABAD
11-28-532-04343-570315,1,1,1,Treatment,1,31.516591291064213,0.6467989043508325,DILAWARPUR ADILABAD
11-28-532-04343-570316,0,0,0,Treatment,1,31.653246819123257,0.6496034159493673,DILAWARPUR ADILABAD
11-28-532-04343-570318,0,0,1,Treatment,1,81.84186045198179,1.6795986971276329,DILAWARPUR ADILABAD
11-28-532-04343-570320,0,0,0,Treatment,1,-1.886273617558718,-0.03871102994214902,DILAWARPUR ADILABAD
11-28-532-04343-570321,1,0,0,Treatment,1,26.27438816775446,0.5392158473752959,DILAWARPUR ADILABAD
11-28-532-04343-570322,0,0,0,Treatment,1,23.230307421203666,0.4767437331342245,DILAWARPUR ADILABAD
11-28-532-04343-570323,0,0,0,Treatment,1,5.472175461850075,0.112302661809231,DILAWARPUR ADILABAD
11-28-532-04343-570324,1,0,0,Treatment,1,34.3120671370063,0.7041690272044169,DILAWARPUR ADILABAD
11-28-532-04343-570325,1,1,1,Treatment,1,16.617897370862377,0.341040619298694,DILAWARPUR ADILABAD
11-28-532-04343-570327,0,0,0,Treatment,1,48.628862542948,0.9979853062829096,DILAWARPUR ADILABAD
11-28-532-04343-570328,0,0,0,Treatment,1,68.44054492909638,1.4045703440607933,DILAWARPUR ADILABAD
11-28-532-04343-570329,0,0,0,Treatment,1,66.10641964754039,1.3566682831816388,DILAWARPUR ADILABAD
11-28-532-04343-570330,0,0,0,Treatment,1,13.791775724370874,0.2830415683343487,DILAWARPUR ADILABAD
11-28-532-04343-570334,0,0,0,Treatment,1,39.07034475146235,0.8018207281515259,DILAWARPUR ADILABAD
11-28-532-04344-570335,0,0,0,Treatment,1,43.303156245933394,0.8886885563269579,NIRMAL ADILABAD
11-28-532-04344-570336,0,0,1,Treatment,1,-42.76627415542569,-0.877670399423536,NIRMAL ADILABAD
11-28-532-04344-570337,0,0,0,Treatment,1,42.43911501710794,0.8709562795411525,NIRMAL ADILABAD
11-28-532-04344-570338,0,0,1,Treatment,1,34.60633612387416,0.710208159308926,NIRMAL ADILABAD
11-28-532-04344-570339,0,0,0,Treatment,1,-7.398905129288476,-0.15184395059805805,NIRMAL ADILABAD
11-28-532-04344-570340,0,0,0,Treatment,1,-16.650817033515672,-0.34171621271992125,NIRMAL ADILABAD
11-28-532-04344-570345,0,0,1,Treatment,1,37.50411331667577,0.7696777604484477,NIRMAL ADILABAD
11-28-532-04344-570346,0,0,0,Treatment,1,32.37951417850774,0.6645082299877068,NIRMAL ADILABAD
11-28-532-04344-570348,0,0,0,Treatment,1,-19.33194018908749,-0.39673953372053894,NIRMAL ADILABAD
11-28-532-04344-570349,1,0,0,Treatment,1,8.8895047740784,0.1824347657078512,NIRMAL ADILABAD
11-28-532-04344-570350,0,0,0,Treatment,1,-7.521825243559516,-0.15436657731548897,NIRMAL ADILABAD
11-28-532-04344-570352,0,0,1,Treatment,1,-34.32056192141814,-0.7043433613257541,NIRMAL ADILABAD
11-28-532-04344-570353,0,0,0,Treatment,1,14.104215322766184,0.2894536066176639,NIRMAL ADILABAD
11-28-532-04344-570354,0,0,0,Treatment,1,-12.565723908257064,-0.25787993318110164,NIRMAL ADILABAD
11-28-532-04344-570355,0,0,0,Treatment,1,-92.28370310898828,-1.893891300270615,NIRMAL ADILABAD
11-28-532-04344-570356,0,0,0,Treatment,1,-84.37473300235963,-1.731579546684456,NIRMAL ADILABAD
11-28-532-04344-570357,0,0,0,Treatment,1,-19.074305473719217,-0.3914522280571824,NIRMAL ADILABAD
11-28-532-04344-570358,0,0,0,Treatment,1,-1.0657999210561258,-0.02187286736785386,NIRMAL ADILABAD
11-28-532-04344-570360,0,0,0,Treatment,1,48.115722613617166,0.987454397625794,NIRMAL ADILABAD
11-28-532-04344-570361,0,0,0,Treatment,1,-36.38494480309792,-0.7467096367170166,NIRMAL ADILABAD
11-28-532-04344-570362,0,0,0,Treatment,1,-8.98915828368492,-0.184479903782364,NIRMAL ADILABAD
11-28-532-04344-570363,0,0,0,Treatment,1,25.20308765881103,0.5172300942519383,NIRMAL ADILABAD
11-28-532-04344-570366,1,0,1,Treatment,1,50.774053432373584,1.0420099631403044,NIRMAL ADILABAD
11-28-532-04344-570367,0,0,0,Treatment,1,-19.96132488346321,-0.40965607431269424,NIRMAL ADILABAD
11-28-532-04344-570368,0,0,0,Treatment,1,25.39718361498459,0.5212134264160224,NIRMAL ADILABAD
11-28-532-04344-570369,0,0,0,Treatment,1,38.85119510572874,0.7973232319140582,NIRMAL ADILABAD
11-28-532-04344-570370,0,0,1,Treatment,1,27.346586068511517,0.5612200172124557,NIRMAL ADILABAD
11-28-532-04344-570371,0,0,0,Treatment,1,3.8319372368106506,0.07864089055255807,NIRMAL ADILABAD
11-28-532-04344-802899,0,0,0,Treatment,1,-110.5499496458326,-2.268760147523866,NIRMAL ADILABAD
11-28-532-04345-570372,0,0,0,Treatment,1,-1.8042149307597817,-0.03702698142865802,LAXMANCHANDA ADILABAD
11-28-532-04345-570373,0,0,0,Treatment,1,-14.005254044565367,-0.28742267485469764,LAXMANCHANDA ADILABAD
11-28-532-04345-570374,0,0,0,Treatment,1,48.80171882711968,1.0015327475077511,LAXMANCHANDA ADILABAD
11-28-532-04345-570375,0,0,1,Treatment,1,-23.46360068465888,-0.4815314916136146,LAXMANCHANDA ADILABAD
11-28-532-04345-570376,0,0,1,Treatment,1,12.01681761514756,0.2466150097096612,LAXMANCHANDA ADILABAD
11-28-532-04345-570377,0,0,0,Treatment,1,42.40839591046016,0.8703258470067796,LAXMANCHANDA ADILABAD
11-28-532-04345-570378,0,0,0,Treatment,1,7.675080138746475,0.1575117492466118,LAXMANCHANDA ADILABAD
11-28-532-04345-570379,0,1,1,Treatment,1,27.645837520997368,0.567361401913793,LAXMANCHANDA ADILABAD
11-28-532-04345-570380,0,0,0,Treatment,1,-2.383429150141349,-0.04891389898965198,LAXMANCHANDA ADILABAD
11-28-532-04345-570381,0,0,0,Treatment,1,4.034047576456142,0.08278869781487905,LAXMANCHANDA ADILABAD
11-28-532-04345-570382,0,0,0,Treatment,1,-16.657137796468913,-0.3418459305093567,LAXMANCHANDA ADILABAD
11-28-532-04345-570383,0,0,1,Treatment,1,20.113371062311064,0.4127764403758035,LAXMANCHANDA ADILABAD
11-28-532-04345-570384,0,0,0,Treatment,1,-29.01262268297194,-0.5954112356373651,LAXMANCHANDA ADILABAD
11-28-532-04345-570385,0,0,0,Treatment,1,2.383472561842261,0.04891478990581506,LAXMANCHANDA ADILABAD
11-28-532-04345-570386,0,0,0,Treatment,1,26.118081240188957,0.5360080401426504,LAXMANCHANDA ADILABAD
11-28-532-04345-570387,0,0,0,Treatment,1,16.798773382262457,0.3447526452889568,LAXMANCHANDA ADILABAD
11-28-532-04345-570388,0,0,1,Treatment,1,-8.415401873413973,-0.17270499404989131,LAXMANCHANDA ADILABAD
11-28-532-04345-570389,0,0,0,Treatment,1,-32.70342240473015,-0.6711556330617274,LAXMANCHANDA ADILABAD
11-28-532-04345-570390,0,0,0,Treatment,1,35.92706764033899,0.7373128575899633,LAXMANCHANDA ADILABAD
11-28-532-04345-570391,0,0,1,Treatment,1,35.28817521616983,0.7242011947158181,LAXMANCHANDA ADILABAD
11-28-532-04345-570392,0,0,0,Treatment,1,1.3862055236231228,0.02844838788573931,LAXMANCHANDA ADILABAD
11-28-532-04345-570393,0,0,0,Treatment,1,24.373720462112747,0.5002094149159385,LAXMANCHANDA ADILABAD
11-28-532-04346-570394,1,1,1,Treatment,1,47.90714902637044,0.983173948434388,MAMDA ADILABAD
11-28-532-04346-570395,0,0,1,Treatment,1,44.889995405379885,0.921254445836779,MAMDA ADILABAD
11-28-532-04346-570396,1,1,1,Treatment,1,43.2961776381715,0.8885453379245424,MAMDA ADILABAD
11-28-532-04346-570397,1,1,1,Treatment,1,45.48918506440269,0.9335513091420496,MAMDA ADILABAD
11-28-532-04346-570398,1,1,1,Treatment,1,70.83969226623388,1.4538068193732971,MAMDA ADILABAD
11-28-532-04346-570399,1,0,0,Treatment,1,54.19681002733049,1.1122534483901003,MAMDA ADILABAD
11-28-532-04346-570400,0,1,1,Treatment,1,39.51114671857033,0.8108670817602669,MAMDA ADILABAD
11-28-532-04346-570401,1,0,0,Treatment,1,39.042215826466595,0.8012434525921294,MAMDA ADILABAD
11-28-532-04346-570402,0,0,0,Treatment,1,37.59407113901005,0.7715239188856419,MAMDA ADILABAD
11-28-532-04346-570403,0,1,1,Treatment,1,33.73761075849705,0.6923797523813341,MAMDA ADILABAD
11-28-532-04346-570404,1,1,1,Treatment,1,31.157215974974335,0.6394236283080972,MAMDA ADILABAD
11-28-532-04346-570405,0,0,0,Treatment,1,19.957238649351737,0.40957221461727816,MAMDA ADILABAD
11-28-532-04346-570407,1,0,1,Treatment,1,52.13081800823227,1.0698541494935483,MAMDA ADILABAD
11-28-532-04346-570408,0,0,1,Treatment,1,28.455760149197193,0.5839830303028098,MAMDA ADILABAD
11-28-532-04346-570411,0,0,1,Treatment,1,-32.36569915240594,-0.6642247112637527,MAMDA ADILABAD
11-28-532-04346-570412,0,0,0,Treatment,1,15.776384998983522,0.3237706907362345,MAMDA ADILABAD
11-28-532-04346-570414,0,0,0,Treatment,1,0.22359949849396127,0.00458881829267794,MAMDA ADILABAD
11-28-532-04346-570415,0,0,0,Treatment,1,10.64387425689323,0.21843879446945444,MAMDA ADILABAD
11-28-532-04346-570416,1,0,1,Treatment,1,11.710893690601,0.24033668927252932,MAMDA ADILABAD
11-28-532-04346-570417,0,0,0,Treatment,1,23.698823931263757,0.4863588581513473,MAMDA ADILABAD
11-28-532-04346-570418,0,0,0,Treatment,1,-5.664809225693988,-0.1162559861470234,MAMDA ADILABAD
11-28-532-04346-570419,0,0,0,Treatment,1,8.077202503607344,0.16576430113602628,MAMDA ADILABAD
11-28-532-04346-570421,0,0,1,Treatment,1,-26.4698296297554,-0.5432267926681892,MAMDA ADILABAD
11-28-532-04346-570422,0,0,0,Treatment,1,17.98612716903714,0.3691201005530805,MAMDA ADILABAD
11-28-532-04346-570423,0,0,0,Treatment,1,44.373518473541985,0.910655053581756,MAMDA ADILABAD
11-28-532-04346-570424,0,0,0,Treatment,1,51.48320724393768,1.0565635645783482,MAMDA ADILABAD
11-28-532-04346-570426,1,0,0,Treatment,1,1.6566246510388964,0.03399806150725247,MAMDA ADILABAD
11-28-532-04347-570427,1,0,0,Treatment,1,25.027946021724187,0.5136357518965803,KHANAPUR ADILABAD
11-28-532-04347-570428,0,0,1,Treatment,1,-20.907771907260862,-0.42907952313572706,KHANAPUR ADILABAD
11-28-532-04347-570429,1,0,0,Treatment,1,30.937764658002468,0.6349199410259007,KHANAPUR ADILABAD
11-28-532-04347-570430,1,0,1,Treatment,1,16.304229746586852,0.33460337886751645,KHANAPUR ADILABAD
11-28-532-04347-570431,1,0,0,Treatment,1,44.92818196293679,0.9220381290517762,KHANAPUR ADILABAD
11-28-532-04347-570432,1,0,0,Treatment,1,0.6896972467851065,0.01415430429752321,KHANAPUR ADILABAD
11-28-532-04347-570433,1,1,1,Treatment,1,49.058848458759144,1.0068096875957389,KHANAPUR ADILABAD
11-28-532-04347-570434,1,0,0,Treatment,1,57.37662007644701,1.1775110657770245,KHANAPUR ADILABAD
11-28-532-04347-570435,0,0,0,Treatment,1,13.535030090966975,0.2777725088460028,KHANAPUR ADILABAD
11-28-532-04347-570436,1,0,0,Treatment,1,42.68946059938934,0.876093994049466,KHANAPUR ADILABAD
11-28-532-04347-570437,0,0,0,Treatment,1,42.6255897355304,0.874783204935809,KHANAPUR ADILABAD
11-28-532-04347-570438,0,0,0,Treatment,1,26.086473929690417,0.535359379454344,KHANAPUR ADILABAD
11-28-532-04347-570439,0,0,0,Treatment,1,12.540624548259162,0.2573648318366503,KHANAPUR ADILABAD
11-28-532-04347-570440,0,0,0,Treatment,1,32.04640049176534,0.6576719079495954,KHANAPUR ADILABAD
11-28-532-04347-570441,1,0,1,Treatment,1,45.83594488883601,0.9406676838935268,KHANAPUR ADILABAD
11-28-532-04347-570442,0,0,0,Treatment,1,38.15343571620429,0.7830034723792484,KHANAPUR ADILABAD
11-28-532-04347-570443,1,1,1,Treatment,1,31.387164438626034,0.6441427431696477,KHANAPUR ADILABAD
11-28-532-04347-570444,0,0,1,Treatment,1,20.638844889637603,0.4235604713213141,KHANAPUR ADILABAD
11-28-532-04347-570445,1,1,1,Treatment,1,34.9119576710803,0.7164802742103552,KHANAPUR ADILABAD
11-28-532-04347-570446,0,0,0,Treatment,1,29.185333878098305,0.5989556992738412,KHANAPUR ADILABAD
11-28-532-04347-570447,0,0,0,Treatment,1,3.541054204342474,0.07267124666064366,KHANAPUR ADILABAD
11-28-532-04347-570448,0,0,0,Treatment,1,5.558719368461092,0.11407875819786924,KHANAPUR ADILABAD
11-28-532-04347-570449,0,0,0,Treatment,1,42.42230312873381,0.8706112577435847,KHANAPUR ADILABAD
11-28-532-04347-570450,0,0,0,Treatment,1,63.159418666768566,1.296188487385179,KHANAPUR ADILABAD
11-28-532-04347-570451,0,0,0,Treatment,1,44.79814119001516,0.9193693686941008,KHANAPUR ADILABAD
11-28-532-04347-570452,0,0,0,Treatment,1,-34.866191577455446,-0.7155410400482722,KHANAPUR ADILABAD
11-28-532-04347-570453,0,0,0,Treatment,1,-10.604267943113808,-0.21762597432271577,KHANAPUR ADILABAD
11-28-532-04347-570454,0,0,0,Treatment,1,3.188322486950777,0.06543231380043227,KHANAPUR ADILABAD
11-28-532-04347-570456,0,0,0,Treatment,1,16.768792980200395,0.34413737281146534,KHANAPUR ADILABAD
11-28-532-04347-570457,1,0,1,Treatment,1,-19.720040736007604,-0.4047043230027181,KHANAPUR ADILABAD
11-28-532-04348-570459,0,0,0,Buffer,0,54.86416936425624,1.1259493231738134,DANDEPALLE ADILABAD
11-28-532-04348-570460,0,0,0,Buffer,0,41.06306252518448,0.8427162571388037,DANDEPALLE ADILABAD
11-28-532-04348-570461,0,0,0,Buffer,0,4.892807245194993,0.1004125838408547,DANDEPALLE ADILABAD
11-28-532-04348-570462,0,0,0,Buffer,0,7.2230028630916046,0.14823399824000522,DANDEPALLE ADILABAD
11-28-532-04348-570463,0,0,0,Buffer,0,12.229223027017987,0.25097409748051835,DANDEPALLE ADILABAD
11-28-532-04348-570464,0,0,0,Buffer,0,18.85448428010639,0.38694094998561696,DANDEPALLE ADILABAD
11-28-532-04348-570466,1,0,0,Buffer,0,8.215413812037315,0.1686007412204191,DANDEPALLE ADILABAD
11-28-532-04348-570467,0,0,0,Buffer,0,34.661818544060374,0.7113467966779156,DANDEPALLE ADILABAD
11-28-532-04348-570468,0,0,0,Buffer,0,50.892685710973254,1.0444445927964838,DANDEPALLE ADILABAD
11-28-532-04348-570469,0,0,0,Buffer,0,32.37585850795304,0.6644332065282339,DANDEPALLE ADILABAD
11-28-532-04348-570470,0,0,0,Buffer,0,36.81201876490409,0.7554742574852316,DANDEPALLE ADILABAD
11-28-532-04348-570471,1,0,1,Buffer,0,38.78161260879367,0.7958952258722893,DANDEPALLE ADILABAD
11-28-532-04348-570472,0,0,0,Buffer,0,56.41647160061352,1.1578064290525796,DANDEPALLE ADILABAD
11-28-532-04348-570473,0,0,0,Buffer,0,50.443874346598754,1.0352338664188525,DANDEPALLE ADILABAD
11-28-532-04348-570474,0,0,0,Buffer,0,49.82873854290912,1.022609748531896,DANDEPALLE ADILABAD
11-28-532-04348-570475,0,0,0,Buffer,0,45.643612490434926,0.9367205443247798,DANDEPALLE ADILABAD
11-28-532-04348-570476,1,0,0,Buffer,0,32.23548595451873,0.6615524123165838,DANDEPALLE ADILABAD
11-28-532-04348-570477,0,0,0,Buffer,0,38.83815339246941,0.7970555834945608,DANDEPALLE ADILABAD
11-28-532-04348-570478,0,0,0,Buffer,0,48.15438272955351,0.9882477994375184,DANDEPALLE ADILABAD
11-28-532-04348-570479,0,0,0,Buffer,0,37.32743837427912,0.7660519508514309,DANDEPALLE ADILABAD
11-28-532-04348-570480,0,0,0,Buffer,0,41.096245030464146,0.8433972447449917,DANDEPALLE ADILABAD
11-28-532-04348-570481,0,0,0,Buffer,0,53.3076350886808,1.094005365315904,DANDEPALLE ADILABAD
11-28-532-04348-570483,0,0,0,Buffer,0,20.323406019624706,0.4170868805186229,DANDEPALLE ADILABAD
11-28-532-04348-570484,0,0,0,Buffer,0,39.40349719715307,0.8086578456197355,DANDEPALLE ADILABAD
11-28-532-04348-570485,0,0,0,Buffer,0,20.13974515279458,0.4133177023628771,DANDEPALLE ADILABAD
11-28-532-04348-570487,0,0,0,Buffer,0,25.928780562627104,0.5321231190320799,DANDEPALLE ADILABAD
11-28-532-04348-570488,0,0,0,Buffer,0,51.43361781877629,1.055545866136104,DANDEPALLE ADILABAD
11-28-532-04348-570489,0,0,0,Buffer,0,25.776392867140725,0.5289957441974452,DANDEPALLE ADILABAD
11-28-532-04349-570491,1,0,0,Treatment,1,68.44001045531174,1.404559375328321,KASIPET ADILABAD
11-28-532-04349-570492,0,0,0,Treatment,1,67.19245499385221,1.3789564318457337,KASIPET ADILABAD
11-28-532-04349-570493,1,1,1,Treatment,1,68.67207160337743,1.409321847732938,KASIPET ADILABAD
11-28-532-04349-570494,0,0,0,Treatment,1,55.29818415944636,1.1348563871201802,KASIPET ADILABAD
11-28-532-04349-570495,0,0,0,Treatment,1,26.440763118141312,0.5426302754975451,KASIPET ADILABAD
11-28-532-04349-570496,1,0,1,Treatment,1,76.18560914693742,1.5635183408147046,KASIPET ADILABAD
11-28-532-04349-570497,1,1,1,Treatment,1,60.30296142191196,1.2375668744310495,KASIPET ADILABAD
11-28-532-04349-570498,1,0,0,Treatment,1,27.832353155311488,0.571189167004394,KASIPET ADILABAD
11-28-532-04349-570499,1,1,1,Treatment,1,66.31819746292157,1.361014491110324,KASIPET ADILABAD
11-28-532-04349-570500,0,0,0,Treatment,1,46.175827780496114,0.9476429268664456,KASIPET ADILABAD
11-28-532-04349-570501,0,0,0,Treatment,1,53.333633188528026,1.0945389110392052,KASIPET ADILABAD
11-28-532-04349-570502,1,0,0,Treatment,1,52.212743354980375,1.0715354615372863,KASIPET ADILABAD
11-28-532-04349-570503,0,0,1,Treatment,1,52.08929077297922,1.0690019072566157,KASIPET ADILABAD
11-28-532-04349-570504,0,0,0,Treatment,1,49.02342103071496,1.0060826285863642,KASIPET ADILABAD
11-28-532-04349-570505,1,1,1,Treatment,1,34.70745633464948,0.7122833977423332,KASIPET ADILABAD
11-28-532-04349-570506,0,0,0,Treatment,1,63.531397894621406,1.303822427070931,KASIPET ADILABAD
11-28-532-04349-570507,0,0,1,Treatment,1,68.01935532459419,1.3959264849517907,KASIPET ADILABAD
11-28-532-04350-570511,0,0,0,Treatment,1,38.4405226737707,0.7888952113649937,BELLAMPALLE ADILABAD
11-28-532-04350-570513,0,0,0,Treatment,1,64.81771823178137,1.3302209222963697,BELLAMPALLE ADILABAD
11-28-532-04350-570516,0,0,0,Treatment,1,13.980991548545834,0.2869247480422032,BELLAMPALLE ADILABAD
11-28-532-04350-570517,0,1,1,Treatment,1,27.165233786903254,0.5574982169719899,BELLAMPALLE ADILABAD
11-28-532-04350-570518,0,0,1,Treatment,1,22.00309873385589,0.45155835610357414,BELLAMPALLE ADILABAD
11-28-532-04350-570520,0,0,0,Treatment,1,15.478918790393136,0.31766594368345885,BELLAMPALLE ADILABAD
11-28-532-04350-570521,1,0,0,Treatment,1,12.333734885799863,0.2531189409735059,BELLAMPALLE ADILABAD
11-28-532-04350-570522,0,0,0,Treatment,1,-10.747210096763713,-0.2205595031270354,BELLAMPALLE ADILABAD
11-28-532-04350-802900,0,0,0,Treatment,1,-33.588541111371164,-0.6893204721583385,BELLAMPALLE ADILABAD
11-28-532-04351-570523,1,0,1,Treatment,1,47.11413383758244,0.9668993027880785,KOTAPALLE ADILABAD
11-28-532-04351-570524,0,0,1,Treatment,1,37.34625757714399,0.7664381677389532,KOTAPALLE ADILABAD
11-28-532-04351-570526,1,0,1,Treatment,1,56.54238942862454,1.16039057631786,KOTAPALLE ADILABAD
11-28-532-04351-570527,0,0,1,Treatment,1,57.52113907083733,1.1804769552784071,KOTAPALLE ADILABAD
11-28-532-04351-570528,0,0,0,Treatment,1,53.33183263526195,1.0945019592042504,KOTAPALLE ADILABAD
11-28-532-04351-570529,1,0,1,Treatment,1,-13.075086231207274,-0.2683333159520741,KOTAPALLE ADILABAD
11-28-532-04351-570530,0,0,1,Treatment,1,28.730622167713157,0.5896238831089378,KOTAPALLE ADILABAD
11-28-532-04351-570531,1,0,1,Treatment,1,53.38288505752784,1.09554968198877,KOTAPALLE ADILABAD
11-28-532-04351-570532,0,0,0,Treatment,1,58.28252095684584,1.1961024068101058,KOTAPALLE ADILABAD
11-28-532-04351-570533,1,0,0,Treatment,1,24.821512771521267,0.5093992277490376,KOTAPALLE ADILABAD
11-28-532-04351-570534,0,0,1,Treatment,1,31.823238628342384,0.6530920710179351,KOTAPALLE ADILABAD
11-28-532-04351-570535,1,1,1,Treatment,1,48.79175856992513,1.0013283382370597,KOTAPALLE ADILABAD
11-28-532-04351-570536,1,1,1,Treatment,1,-3.0287137868701475,-0.06215674597700835,KOTAPALLE ADILABAD
11-28-532-04351-570537,1,0,1,Treatment,1,47.678874298464514,0.9784891827966016,KOTAPALLE ADILABAD
11-28-532-04351-570538,1,0,0,Treatment,1,65.78182373968606,1.3500067671687548,KOTAPALLE ADILABAD
11-28-532-04351-570539,1,0,0,Treatment,1,43.447624104856466,0.8916533964012665,KOTAPALLE ADILABAD
11-28-532-04351-570541,1,0,0,Treatment,1,32.47379869816787,0.6664431830240367,KOTAPALLE ADILABAD
11-28-532-04351-570542,0,0,1,Treatment,1,58.49538868937492,1.2004709825516864,KOTAPALLE ADILABAD
11-28-532-04351-570543,1,0,0,Treatment,1,-48.48322493837509,-0.9949964601161372,KOTAPALLE ADILABAD
11-28-532-04351-570544,0,0,1,Treatment,1,68.14505006640627,1.398506053932963,KOTAPALLE ADILABAD
11-28-532-04351-570546,1,1,1,Treatment,1,53.03394636938087,1.0883885915302638,KOTAPALLE ADILABAD
11-28-532-04351-570547,1,0,1,Treatment,1,60.02066993798229,1.2317735505012168,KOTAPALLE ADILABAD
11-28-532-04351-570548,1,0,1,Treatment,1,45.806353967280245,0.940060404525519,KOTAPALLE ADILABAD
11-28-532-04351-570549,1,0,1,Treatment,1,49.492963294272634,1.0157188046185617,KOTAPALLE ADILABAD
11-28-532-04351-570550,1,1,1,Treatment,1,17.991089490159062,0.3692219397347056,KOTAPALLE ADILABAD
11-28-532-04351-570551,0,0,1,Treatment,1,10.43133385477886,0.21407693636277408,KOTAPALLE ADILABAD
11-28-532-04351-570552,0,0,0,Treatment,1,-6.606961140871782,-0.13559128864979791,KOTAPALLE ADILABAD
11-28-532-04351-570553,1,1,1,Treatment,1,39.207913538498744,0.8046439820975592,KOTAPALLE ADILABAD
